content,sentiment
was going to go to my brothers show but still feeling like poo :(,4
is anyone else having a bad friday is not a fun day today,4
trickery  no just exasperation at seeing gay pride hijacked by a politics bigger and uglier then anything it is meant for,0
best purchases at today at the yard sales:  large dog crates () and a refrigerator for the office () did not buy anything old,3
cake is sold out at terminal,2
trying to open a docx file on my virtual system while i am under the dryer but it only has office,2
is on 'msn' but nones on :  :'(,4
you poor thing   hug  plenty of aloe gel in summer eh,6
best day at work best weekend ahead hopefully i will have someone to go to usc with,4
will do i may just have to keep it on my shelf with the rest of my old cameras,2
poor tony  come play scrabble on facebook,6
you forgot moi  #twpp,5
- rip fristy just thinking about her,6
on the plane to yosemite forgot my laptop at home,6
hey sorry i did not get in touch sooner we did not go by bologna it was out of our way,6
- it is raining  so chocolate world it is,6
at the risk of sounding like a whiny child i got to sayi want to go hoooooooooooomeeeee ugh,4
itunes will not let you move songs from the touch onto the computer,6
i want to dance with you too  i have not really listened to that song since you left it makes me miss you more,5
oh phew you scared me i will not have any access when i am in mexico,6
today i am sad my cat of  years has just stopped eating and is very sick,6
hey where my left nipple she never respond bacc,6
my parents wachting tv but it is terrible and there is nothing else  me so sad,6
why are not you showing up as a #spymaster in my screen,6
very sad that my camera is in the hands of the geek squad - weeks,6
prodigiy and the crystal method tomorrow for usc birthday party and i have to work  first time i miss the crystal method sad,4
hm seems to have been because my blog was marked as a phishing site,6
anybody want to bring me lunch,2
thanks you know that happens once in awhile,3
- impossible to know them closely,4
so the first day back to work =  emails still to get through,6
nah just iplayer listening back to it its not working,4
it is summer time these gas prices are going up again,6
our bids gone to waste will not even give us a look  #twpp,2
call me,2
cannot find any good version of  monkeys song     still does not get how to send message things on twitter,6
i just lost my favorite pen  good thing i have a back up =d,4
internet on trains is  awful,6
i just got back to london to discoverstill no tickets,6
omginorite i would be all fancy and tophatted all the time it is really too bad i cannot grow a handlebar moustache,6
thinking bout maddies comments,6
leaving work going to crystal to search for her license picking her and bia up then heading to vegas ugh i am tired already,3
i feel you  but its sooo close to me hard not to  but i cannot so no point ugh,6
damn it,2
good good same sched for me too sadly,4
i am so tired and its so gloomy  what happeened ro summer,2
washing the dishes :s its so hard  be me,6
awww i did not pass my speech,4
tired beyond reason i would rather be just about anything else other then tired,2
cried like a fukn baby today durin da senior showima miss all my senior friends,6
note to self: do not wear steel toes to the court house i am just sayin,2
i hurt my foot in gym class,6
fever of  awesome my tonsils are so swollen i cannot even eat solid food still on location  the pictures rule though,3
was on the verge of buying a black akc british lab for  today then the apartment complex overruled it  dumb,2
- i do not like it,2
bye bye edinburgh  i do not want to leave,4
kind of pissed really wanted to go see drag me to hell with christina and garrit but i have to work till am  i am go,4
helllllloooooooooooo tom gig tonight sorry i am not sure when your shows are over there miss you in the uk  hi hi hi hi hi xx,4
o'charleys pretty good especially when its free hot waitress i think so back to work unfortunately,1
which denomination i am at the library and everything's blocked,0
ouch acid reflux hurt too,6
justin's blanket she would black lint all over my white skirt,2
what the fuckahaha i hate my life sometimes why reply on only bad things  even if it was not bad and i was kidding but whatever fml,4
i cannot stream videos on my phone,2
will they have your video available online  i have been gone all morning and missed it   after waiting so long  it,4
rotc brought a climbing wall to work for coworkers to try and climb if they wanted  i forgot my climbing shoes at home today,6
bout to go to work with a wicked sunburn on the chest,0
heading home,2
is not running in the annapolis half marathon this weekend because i failed to meet the registeration deadline  its completely filled,4
is in milton keynes  leaving tomorrow,2
